model_id,arch_id,ridge,rfc
CC45:CCC9:6F62:BAD2,068f,0.37460605301761607,0.4259560984275089
2CB3:B8BF:D0BF:15B2,068f,0.31133947446274096,0.4410618128428917
150B:64C8:A060:5337,068f,0.3244497905409508,0.4192962192273327
7779:7048:5DDE:AA75,2ec2,0.4817514889776082,0.36478243799876847
90FD:2357:F7FB:A160,2ec2,0.22488493470412105,0.37629350433158043
70CB:3E0E:7425:D0F2,2ec2,0.4780293245103059,0.346949963400966
964D:8D1B:0377:CD4A,11e0,0.4087784324172611,0.3770954187500533
230E:E994:F0C8:429F,11e0,0.5010700166073907,0.32171815951258503
388A:A653:03D7:AD59,11e0,0.5893795136341136,0.3786794074231307
F356:0286:0BDB:DE98,3f20,0.23498825637914272,0.4088301025833755
5C6E:E552:64CA:1491,3f20,0.43262997699315425,0.3926504457411984
F3CB:F27E:7494:1DD7,3f20,0.34344084954781334,0.39819157848041437
79A6:D2E1:6302:01A1,38eb,0.23804048952100856,0.528570060492414
8636:1A5C:CCDF:ED29,38eb,0.22358764196552822,0.3908869809609302
8344:9D83:373D:B614,38eb,0.2273771141904608,0.47749655422748166
7ECD:7D12:CCDF:ACB6,4fb9,0.3187542613633067,0.3649875019140611
46ED:338D:4446:2A5E,4fb9,0.49150826572536727,0.34163649681961106
1E10:500B:C754:007E,4fb9,0.221686985373575,0.4459724969883516
281E:CE10:A719:C03F,075b,0.3245947482407142,0.34567578454637254
A633:CD85:C46A:3C27,075b,0.22464332682798083,0.3151016953691802
7F5A:642D:9C7A:B4F1,075b,0.22449238348238532,0.32542447561638504
5D48:C704:EF61:C069,cc9f,0.4117706370159218,0.30999696451623415
E16E:BA3B:ECE2:79A2,cc9f,0.3254903521411331,0.28015284179667016
F72D:DA3C:E5A8:31C0,cc9f,0.22449238348238532,0.2977020896510709
19B7:F15F:860B:D494,9df3,0.24676473404043,0.3026689910001826
A807:55B7:1F8A:9ABC,9df3,0.1992838999663829,0.21483565250380496
5EA7:EBF0:B696:F261,9df3,0.06798924229792806,0.26608286815624427
6A75:AE36:26AA:9284,5b05,0.22108865124662552,0.12975082332630902
4B9D:49EE:6524:3B67,5b05,0.05789507759978975,0.15260077924107113
6AF6:39A3:67DB:4278,5b05,0.07321336060887089,0.24419821721362867
